"site","model_name","resolution","max_key_Rhat","is_converged","confidence"
"nwis_04059500","nwis_04059500-217-170214 1.0.1 bayes_15min","15min",1.00546888159129,TRUE,NA
"nwis_04067500","nwis_04067500-218-170214 1.0.1 bayes_5min","5min",1.00364785629881,TRUE,NA
"nwis_04067500","nwis_04067500-219-170214 1.0.1 bayes_15min","15min",1.06883696739194,TRUE,NA
"nwis_04067500","Overall",NA,NA,NA,NA
"nwis_04085108","nwis_04085108-220-170214 1.0.1 bayes_5min","5min",1.01209912249143,TRUE,NA
"nwis_04085108","nwis_04085108-221-170214 1.0.1 bayes_15min","15min",1.01946935546036,TRUE,NA
"nwis_04085108","Overall",NA,NA,NA,NA
"nwis_040851385","nwis_040851385-222-170214 1.0.1 bayes_5min","5min",1.34529802408105,FALSE,NA
"nwis_04087050","nwis_04087050-223-170214 1.0.1 bayes_5min","5min",1.0116747395041,TRUE,NA
"nwis_04087119","nwis_04087119-224-170214 1.0.1 bayes_5min","5min",1.0186792713199,TRUE,NA
"nwis_04087119","nwis_04087119-225-170214 1.0.1 bayes_15min","15min",1.01319896050937,TRUE,NA
"nwis_04087119","Overall",NA,NA,NA,NA
"nwis_040871488","nwis_040871488-226-170214 1.0.1 bayes_5min","5min",1.01070307636653,TRUE,NA
"nwis_040871488","nwis_040871488-227-170214 1.0.1 bayes_60min","60min",1.94135660089905,FALSE,NA
"nwis_040871488","Overall",NA,NA,NA,NA
"nwis_04095090","nwis_04095090-228-170214 1.0.1 bayes_15min","15min",1.74719097681931,FALSE,NA
"nwis_04101500","nwis_04101500-229-170214 1.0.1 bayes_15min","15min",1.16233122498444,TRUE,NA
"nwis_04108660","nwis_04108660-230-170214 1.0.1 bayes_15min","15min",1.86763416711765,FALSE,NA
"nwis_04119400","nwis_04119400-231-170214 1.0.1 bayes_12min","12min",1.07805911270683,TRUE,NA
"nwis_04121944","nwis_04121944-232-170214 1.0.1 bayes_15min","15min",1.0137949512572,TRUE,NA
"nwis_04121944","nwis_04121944-233-170214 1.0.1 bayes_60min","60min",5.53039833827879,FALSE,NA
"nwis_04121944","Overall",NA,NA,NA,NA
"nwis_04121970","nwis_04121970-234-170214 1.0.1 bayes_15min","15min",1.05867810222169,TRUE,NA
"nwis_04121970","nwis_04121970-235-170214 1.0.1 bayes_60min","60min",2.57049992054489,FALSE,NA
"nwis_04121970","Overall",NA,NA,NA,NA
"nwis_04124000","nwis_04124000-236-170214 1.0.1 bayes_15min","15min",1.47589169856995,FALSE,NA
"nwis_04124000","nwis_04124000-237-170214 1.0.1 bayes_60min","60min",1.79243985886597,FALSE,NA
"nwis_04124000","Overall",NA,NA,NA,NA
"nwis_04124200","nwis_04124200-238-170214 1.0.1 bayes_15min","15min",1.00720607801913,TRUE,NA
"nwis_04124200","nwis_04124200-239-170214 1.0.1 bayes_60min","60min",1.02430334893704,TRUE,NA
"nwis_04124200","Overall",NA,NA,NA,NA
"nwis_04125460","nwis_04125460-240-170214 1.0.1 bayes_15min","15min",1.01953787539509,TRUE,NA
"nwis_04125460","nwis_04125460-241-170214 1.0.1 bayes_60min","60min",1.06034459511816,TRUE,NA
"nwis_04125460","Overall",NA,NA,NA,NA
"nwis_04125550","nwis_04125550-242-170214 1.0.1 bayes_15min","15min",1.02312522324538,TRUE,NA
"nwis_04125550","nwis_04125550-243-170214 1.0.1 bayes_60min","60min",1.01761682909811,TRUE,NA
"nwis_04125550","Overall",NA,NA,NA,NA
"nwis_04136000","nwis_04136000-244-170214 1.0.1 bayes_60min","60min",2.80553340902863,FALSE,NA
"nwis_04136500","nwis_04136500-245-170214 1.0.1 bayes_60min","60min",1.04247657894942,TRUE,NA
"nwis_04136900","nwis_04136900-246-170214 1.0.1 bayes_15min","15min",1.01048993665884,TRUE,NA
"nwis_04136900","nwis_04136900-247-170214 1.0.1 bayes_60min","60min",2.24431953254153,FALSE,NA
"nwis_04136900","Overall",NA,NA,NA,NA
"nwis_04137005","nwis_04137005-248-170214 1.0.1 bayes_15min","15min",1.26864207145537,FALSE,NA
"nwis_04137005","nwis_04137005-249-170214 1.0.1 bayes_60min","60min",1.17091864697572,TRUE,NA
"nwis_04137005","Overall",NA,NA,NA,NA
"nwis_04137500","nwis_04137500-250-170214 1.0.1 bayes_15min","15min",1.01912534072114,TRUE,NA
"nwis_04137500","nwis_04137500-251-170214 1.0.1 bayes_60min","60min",1.02126719838568,TRUE,NA
"nwis_04137500","Overall",NA,NA,NA,NA
"nwis_04142000","nwis_04142000-252-170214 1.0.1 bayes_15min","15min",1.00059686689759,TRUE,NA
"nwis_041482663","nwis_041482663-253-170214 1.0.1 bayes_5min","5min",1.01345931927749,TRUE,NA
"nwis_041482663","nwis_041482663-254-170214 1.0.1 bayes_15min","15min",1.04549079384292,TRUE,NA
"nwis_041482663","Overall",NA,NA,NA,NA
"nwis_04157005","nwis_04157005-255-170214 1.0.1 bayes_12min","12min",2.32979608968658,FALSE,NA
"nwis_04157005","nwis_04157005-256-170214 1.0.1 bayes_15min","15min",1.12424688531663,TRUE,NA
"nwis_04157005","Overall",NA,NA,NA,NA
"nwis_04165500","nwis_04165500-257-170214 1.0.1 bayes_15min","15min",1.44170949271135,FALSE,NA
"nwis_04166500","nwis_04166500-258-170214 1.0.1 bayes_15min","15min",1.0224033829947,TRUE,NA
"nwis_04167150","nwis_04167150-259-170214 1.0.1 bayes_15min","15min",1.02341168932643,TRUE,NA
"nwis_04168400","nwis_04168400-260-170214 1.0.1 bayes_15min","15min",1.00852529773913,TRUE,NA
"nwis_04174500","nwis_04174500-261-170214 1.0.1 bayes_15min","15min",1.0489686688446,TRUE,NA
"nwis_04176500","nwis_04176500-262-170214 1.0.1 bayes_15min","15min",1.06063673883081,TRUE,NA
"nwis_04188496","nwis_04188496-263-170214 1.0.1 bayes_15min","15min",1.02093338527321,TRUE,NA
"nwis_04195500","nwis_04195500-264-170214 1.0.1 bayes_30min","30min",1.17558123040349,TRUE,NA
"nwis_04195500","nwis_04195500-265-170214 1.0.1 bayes_60min","60min",1.35738462957654,FALSE,NA
"nwis_04195500","Overall",NA,NA,NA,NA
"nwis_04199500","nwis_04199500-266-170214 1.0.1 bayes_30min","30min",1.00576559771709,TRUE,NA
"nwis_04200500","nwis_04200500-267-170214 1.0.1 bayes_30min","30min",1.03377790821612,TRUE,NA
"nwis_04208000","nwis_04208000-268-170214 1.0.1 bayes_30min","30min",1.01460295867459,TRUE,NA
"nwis_04213152","nwis_04213152-269-170214 1.0.1 bayes_15min","15min",1.02314047373758,TRUE,NA
"nwis_04213500","nwis_04213500-270-170214 1.0.1 bayes_15min","15min",1.01173506585491,TRUE,NA
"nwis_04231600","nwis_04231600-271-170214 1.0.1 bayes_15min","15min",2.19623829855118,FALSE,NA
"nwis_04249000","nwis_04249000-272-170214 1.0.1 bayes_15min","15min",1.95038360540954,FALSE,NA
"nwis_05054000","nwis_05054000-273-170214 1.0.1 bayes_15min","15min",1.01957976538038,TRUE,NA
"nwis_05054000","nwis_05054000-274-170214 1.0.1 bayes_30min","30min",1.31400945544828,FALSE,NA
"nwis_05054000","nwis_05054000-275-170214 1.0.1 bayes_60min","60min",1.46677432491096,FALSE,NA
"nwis_05054000","Overall",NA,NA,NA,NA
"nwis_05057000","nwis_05057000-276-170214 1.0.1 bayes_15min","15min",1.10459731682404,TRUE,NA
"nwis_05057200","nwis_05057200-277-170214 1.0.1 bayes_15min","15min",1.04240840731464,TRUE,NA
"nwis_05082500","nwis_05082500-278-170214 1.0.1 bayes_15min","15min",1.22087812985773,FALSE,NA
"nwis_05406457","nwis_05406457-279-170214 1.0.1 bayes_5min","5min",1.01579660522064,TRUE,NA
"nwis_05406469","nwis_05406469-280-170214 1.0.1 bayes_5min","5min",1.03076169153989,TRUE,NA
"nwis_05406479","nwis_05406479-281-170214 1.0.1 bayes_5min","5min",1.07345964790718,TRUE,NA
"nwis_05406500","nwis_05406500-282-170214 1.0.1 bayes_5min","5min",1.01130081223738,TRUE,NA
"nwis_05418400","nwis_05418400-283-170214 1.0.1 bayes_15min","15min",NA,NA,NA
"nwis_05420500","nwis_05420500-284-170214 1.0.1 bayes_15min","15min",NA,NA,NA
"nwis_05435943","nwis_05435943-285-170214 1.0.1 bayes_15min","15min",1.02336848156272,TRUE,NA
"nwis_05435950","nwis_05435950-286-170214 1.0.1 bayes_15min","15min",1.07441037677044,TRUE,NA
"nwis_05446500","nwis_05446500-287-170214 1.0.1 bayes_15min","15min",2.22035831744455,FALSE,NA
"nwis_05447500","nwis_05447500-288-170214 1.0.1 bayes_15min","15min",1.00376839290687,TRUE,NA
"nwis_05451080","nwis_05451080-289-170214 1.0.1 bayes_30min","30min",1.0055128899547,TRUE,NA
"nwis_05451210","nwis_05451210-290-170214 1.0.1 bayes_15min","15min",1.00579377875962,TRUE,NA
"nwis_05451210","nwis_05451210-291-170214 1.0.1 bayes_30min","30min",1.0078622342783,TRUE,NA
"nwis_05451210","Overall",NA,NA,NA,NA
"nwis_05515500","nwis_05515500-292-170214 1.0.1 bayes_15min","15min",1.86913558194235,FALSE,NA
"nwis_05518000","nwis_05518000-293-170214 1.0.1 bayes_15min","15min",1.38302333489361,FALSE,NA
"nwis_05524500","nwis_05524500-294-170214 1.0.1 bayes_15min","15min",1.02654041331826,TRUE,NA
"nwis_05579630","nwis_05579630-295-170214 1.0.1 bayes_5min","5min",1.00501026557076,TRUE,NA
"nwis_05579630","nwis_05579630-296-170214 1.0.1 bayes_15min","15min",1.02249124532159,TRUE,NA
"nwis_05579630","Overall",NA,NA,NA,NA
"nwis_05595000","nwis_05595000-297-170214 1.0.1 bayes_15min","15min",2.50119855496957,FALSE,NA
"nwis_05599490","nwis_05599490-298-170214 1.0.1 bayes_15min","15min",1.95002213592753,FALSE,NA
"nwis_06336000","nwis_06336000-299-170214 1.0.1 bayes_15min","15min",1.0270559528409,TRUE,NA
"nwis_06436760","nwis_06436760-300-170214 1.0.1 bayes_15min","15min",1.02767595954297,TRUE,NA
"nwis_06461500","nwis_06461500-301-170214 1.0.1 bayes_15min","15min",1.84165221419278,FALSE,NA
"nwis_06465500","nwis_06465500-302-170214 1.0.1 bayes_15min","15min",3.08169670102733,FALSE,NA
"nwis_06478522","nwis_06478522-303-170214 1.0.1 bayes_15min","15min",1.0587050404295,TRUE,NA
"nwis_06670500","nwis_06670500-304-170214 1.0.1 bayes_15min","15min",1.00539864182372,TRUE,NA
"nwis_06711565","nwis_06711565-305-170214 1.0.1 bayes_15min","15min",1.01850403451458,TRUE,NA
"nwis_06711565","nwis_06711565-306-170214 1.0.1 bayes_30min","30min",1.1511783234048,TRUE,NA
"nwis_06711565","Overall",NA,NA,NA,NA
"nwis_06795500","nwis_06795500-307-170214 1.0.1 bayes_15min","15min",1.02353788344562,TRUE,NA
"nwis_06800500","nwis_06800500-308-170214 1.0.1 bayes_15min","15min",1.62207250915936,FALSE,NA
"nwis_06805500","nwis_06805500-309-170214 1.0.1 bayes_15min","15min",2.09517616372817,FALSE,NA
"nwis_06818000","nwis_06818000-310-170214 1.0.1 bayes_15min","15min",1.01622900132153,TRUE,NA
"nwis_06892513","nwis_06892513-311-170214 1.0.1 bayes_15min","15min",1.04146147100223,TRUE,NA
"nwis_06893300","nwis_06893300-312-170214 1.0.1 bayes_15min","15min",1.00522993831968,TRUE,NA
"nwis_06893350","nwis_06893350-313-170214 1.0.1 bayes_15min","15min",1.00522066174459,TRUE,NA
"nwis_06893620","nwis_06893620-314-170214 1.0.1 bayes_15min","15min",1.02535518059071,TRUE,NA
"nwis_06893820","nwis_06893820-315-170214 1.0.1 bayes_15min","15min",1.02470996078086,TRUE,NA
"nwis_06893890","nwis_06893890-316-170214 1.0.1 bayes_15min","15min",1.02427588817074,TRUE,NA
"nwis_06893970","nwis_06893970-317-170214 1.0.1 bayes_15min","15min",1.01018437073867,TRUE,NA
"nwis_06894000","nwis_06894000-318-170214 1.0.1 bayes_15min","15min",1.01269550203697,TRUE,NA
"nwis_06934500","nwis_06934500-319-170214 1.0.1 bayes_15min","15min",2.28741687366141,FALSE,NA
"nwis_07048600","nwis_07048600-320-170214 1.0.1 bayes_15min","15min",1.09266383937677,TRUE,NA
"nwis_07061270","nwis_07061270-321-170214 1.0.1 bayes_15min","15min",1.02557070423908,TRUE,NA
"nwis_07061290","nwis_07061290-322-170214 1.0.1 bayes_15min","15min",1.01507396560721,TRUE,NA
"nwis_07075250","nwis_07075250-323-170214 1.0.1 bayes_15min","15min",1.05529418165482,TRUE,NA
"nwis_07075270","nwis_07075270-324-170214 1.0.1 bayes_15min","15min",1.02248759337568,TRUE,NA
"nwis_07106000","nwis_07106000-325-170214 1.0.1 bayes_15min","15min",1.00318837469136,TRUE,NA
"nwis_07106000","nwis_07106000-326-170214 1.0.1 bayes_30min","30min",1.78032053422537,FALSE,NA
"nwis_07106000","Overall",NA,NA,NA,NA
"nwis_07109500","nwis_07109500-327-170214 1.0.1 bayes_15min","15min",1.00922729946421,TRUE,NA
"nwis_07109500","nwis_07109500-328-170214 1.0.1 bayes_30min","30min",2.50498484000556,FALSE,NA
"nwis_07109500","Overall",NA,NA,NA,NA
"nwis_07143672","nwis_07143672-329-170214 1.0.1 bayes_60min","60min",1.01765642082623,TRUE,NA
"nwis_07144100","nwis_07144100-330-170214 1.0.1 bayes_30min","30min",1.07038857672449,TRUE,NA
"nwis_07144100","nwis_07144100-331-170214 1.0.1 bayes_60min","60min",1.08187845539325,TRUE,NA
"nwis_07144100","Overall",NA,NA,NA,NA
"nwis_07164500","nwis_07164500-332-170214 1.0.1 bayes_30min","30min",1.89417624137062,FALSE,NA
"nwis_07177500","nwis_07177500-333-170214 1.0.1 bayes_30min","30min",1.12135108595417,TRUE,NA
"nwis_07178200","nwis_07178200-334-170214 1.0.1 bayes_60min","60min",1.05902394477491,TRUE,NA
"nwis_071912213","nwis_071912213-335-170214 1.0.1 bayes_30min","30min",1.19044161501042,TRUE,NA
"nwis_07191222","nwis_07191222-336-170214 1.0.1 bayes_30min","30min",NA,NA,NA
"nwis_07198000","nwis_07198000-337-170214 1.0.1 bayes_30min","30min",1.89927778199215,FALSE,NA
"nwis_07198000","nwis_07198000-338-170214 1.0.1 bayes_60min","60min",1.06824934748161,TRUE,NA
"nwis_07198000","Overall",NA,NA,NA,NA
"nwis_07239450","nwis_07239450-339-170214 1.0.1 bayes_30min","30min",1.02119531541234,TRUE,NA
"nwis_07241000","nwis_07241000-340-170214 1.0.1 bayes_30min","30min",1.06640408562534,TRUE,NA
"nwis_07241520","nwis_07241520-341-170214 1.0.1 bayes_30min","30min",1.41226367753087,FALSE,NA
"nwis_07241550","nwis_07241550-342-170214 1.0.1 bayes_30min","30min",NA,NA,NA
"nwis_07263296","nwis_07263296-343-170214 1.0.1 bayes_15min","15min",1.04492229350931,TRUE,NA
"nwis_072632966","nwis_072632966-344-170214 1.0.1 bayes_15min","15min",1.47643958283903,FALSE,NA
"nwis_07332620","nwis_07332620-345-170214 1.0.1 bayes_15min","15min",1.00683247240013,TRUE,NA
"nwis_07332622","nwis_07332622-346-170214 1.0.1 bayes_15min","15min",1.02470077956889,TRUE,NA
"nwis_07374000","nwis_07374000-347-170214 1.0.1 bayes_60min","60min",1.73557582798788,FALSE,NA
"nwis_07381600","nwis_07381600-348-170214 1.0.1 bayes_60min","60min",2.83989345252557,FALSE,NA
"nwis_08048000","nwis_08048000-349-170214 1.0.1 bayes_15min","15min",1.9096084390903,FALSE,NA
"nwis_08049500","nwis_08049500-350-170214 1.0.1 bayes_15min","15min",1.04977545431624,TRUE,NA
"nwis_08052700","nwis_08052700-351-170214 1.0.1 bayes_15min","15min",1.01507235517957,TRUE,NA
"nwis_08052745","nwis_08052745-352-170214 1.0.1 bayes_15min","15min",1.39000344277824,FALSE,NA
"nwis_08057000","nwis_08057000-353-170214 1.0.1 bayes_15min","15min",2.67737169689812,FALSE,NA
"nwis_08057410","nwis_08057410-354-170214 1.0.1 bayes_15min","15min",1.08627661236275,TRUE,NA
"nwis_08062500","nwis_08062500-355-170214 1.0.1 bayes_15min","15min",1.02835293916294,TRUE,NA
"nwis_08065350","nwis_08065350-356-170214 1.0.1 bayes_15min","15min",1.02656755280541,TRUE,NA
"nwis_08068000","nwis_08068000-357-170214 1.0.1 bayes_15min","15min",1.05055388310732,TRUE,NA
"nwis_08068500","nwis_08068500-358-170214 1.0.1 bayes_15min","15min",1.04019705371844,TRUE,NA
"nwis_08070200","nwis_08070200-359-170214 1.0.1 bayes_15min","15min",NA,NA,NA
"nwis_08155500","nwis_08155500-360-170214 1.0.1 bayes_15min","15min",NA,NA,NA
"nwis_08171290","nwis_08171290-361-170214 1.0.1 bayes_15min","15min",1.01391893127806,TRUE,NA
"nwis_08180700","nwis_08180700-362-170214 1.0.1 bayes_15min","15min",1.02004749782742,TRUE,NA
"nwis_08181500","nwis_08181500-363-170214 1.0.1 bayes_15min","15min",1.08320015189266,TRUE,NA
"nwis_08181800","nwis_08181800-364-170214 1.0.1 bayes_15min","15min",1.13778628281696,TRUE,NA
"nwis_08188060","nwis_08188060-365-170214 1.0.1 bayes_15min","15min",1.02099951726295,TRUE,NA
"nwis_08211200","nwis_08211200-366-170214 1.0.1 bayes_15min","15min",1.00563208516874,TRUE,NA
"nwis_08317400","nwis_08317400-367-170214 1.0.1 bayes_30min","30min",2.12590704862432,FALSE,NA
"nwis_08317400","nwis_08317400-368-170214 1.0.1 bayes_60min","60min",2.1975147712676,FALSE,NA
"nwis_08317400","Overall",NA,NA,NA,NA
"nwis_08374550","nwis_08374550-369-170214 1.0.1 bayes_15min","15min",1.00759760937633,TRUE,NA
"nwis_08375300","nwis_08375300-370-170214 1.0.1 bayes_15min","15min",1.88384928122558,FALSE,NA
"nwis_08412500","nwis_08412500-371-170214 1.0.1 bayes_15min","15min",1.00346847646453,TRUE,NA
"nwis_08437710","nwis_08437710-372-170214 1.0.1 bayes_15min","15min",2.01321429817867,FALSE,NA
"nwis_08446500","nwis_08446500-373-170214 1.0.1 bayes_15min","15min",2.32372176326431,FALSE,NA
"nwis_08447000","nwis_08447000-374-170214 1.0.1 bayes_15min","15min",1.58904064028562,FALSE,NA
"nwis_08447300","nwis_08447300-375-170214 1.0.1 bayes_15min","15min",1.01727850411328,TRUE,NA
"nwis_09041400","nwis_09041400-376-170214 1.0.1 bayes_15min","15min",1.03724266153184,TRUE,NA
"nwis_09041400","nwis_09041400-377-170214 1.0.1 bayes_30min","30min",1.37874385964126,FALSE,NA
"nwis_09041400","Overall",NA,NA,NA,NA
"nwis_09326500","nwis_09326500-378-170214 1.0.1 bayes_15min","15min",1.01905363503077,TRUE,NA
"nwis_09327000","nwis_09327000-379-170214 1.0.1 bayes_15min","15min",1.1229179669275,TRUE,NA
"nwis_09406000","nwis_09406000-380-170214 1.0.1 bayes_15min","15min",1.01105116493918,TRUE,NA
"nwis_10129900","nwis_10129900-381-170214 1.0.1 bayes_15min","15min",2.19844206114817,FALSE,NA
"nwis_10129900","nwis_10129900-382-170214 1.0.1 bayes_60min","60min",1.96145114589812,FALSE,NA
"nwis_10129900","Overall",NA,NA,NA,NA
"nwis_10133650","nwis_10133650-383-170214 1.0.1 bayes_15min","15min",2.27768444613454,FALSE,NA
"nwis_10133800","nwis_10133800-384-170214 1.0.1 bayes_15min","15min",1.13853856319739,TRUE,NA
"nwis_10133800","nwis_10133800-385-170214 1.0.1 bayes_60min","60min",2.17533262950511,FALSE,NA
"nwis_10133800","Overall",NA,NA,NA,NA
"nwis_10133980","nwis_10133980-386-170214 1.0.1 bayes_15min","15min",1.04636286312631,TRUE,NA
"nwis_10133980","nwis_10133980-387-170214 1.0.1 bayes_60min","60min",2.32689923812324,FALSE,NA
"nwis_10133980","Overall",NA,NA,NA,NA
"nwis_11044000","nwis_11044000-388-170214 1.0.1 bayes_15min","15min",1.01421024293643,TRUE,NA
"nwis_11044000","nwis_11044000-389-170214 1.0.1 bayes_60min","60min",7.23335659985969,FALSE,NA
"nwis_11044000","Overall",NA,NA,NA,NA
"nwis_11126000","nwis_11126000-390-170214 1.0.1 bayes_15min","15min",2.19543815974408,FALSE,NA
"nwis_11128500","nwis_11128500-391-170214 1.0.1 bayes_15min","15min",1.00901178381065,TRUE,NA
"nwis_11273400","nwis_11273400-392-170214 1.0.1 bayes_15min","15min",1.01274999081377,TRUE,NA
"nwis_11285500","nwis_11285500-393-170214 1.0.1 bayes_15min","15min",1.01335811050413,TRUE,NA
"nwis_11447650","nwis_11447650-394-170214 1.0.1 bayes_15min","15min",2.06015678233523,FALSE,NA
"nwis_11447830","nwis_11447830-395-170214 1.0.1 bayes_15min","15min",1.6887691446122,FALSE,NA
"nwis_11447850","nwis_11447850-396-170214 1.0.1 bayes_15min","15min",1.20139633204712,FALSE,NA
"nwis_11447890","nwis_11447890-397-170214 1.0.1 bayes_15min","15min",2.32915081151335,FALSE,NA
"nwis_11455165","nwis_11455165-398-170214 1.0.1 bayes_15min","15min",1.56258599586589,FALSE,NA
"nwis_11462500","nwis_11462500-399-170214 1.0.1 bayes_15min","15min",1.00277541182932,TRUE,NA
"nwis_11463000","nwis_11463000-400-170214 1.0.1 bayes_15min","15min",1.01976854117536,TRUE,NA
"nwis_11463682","nwis_11463682-401-170214 1.0.1 bayes_15min","15min",1.00930231749574,TRUE,NA
"nwis_11463980","nwis_11463980-402-170214 1.0.1 bayes_15min","15min",1.02188297814883,TRUE,NA
"nwis_11465240","nwis_11465240-403-170214 1.0.1 bayes_15min","15min",1.0053346777644,TRUE,NA
"nwis_11467000","nwis_11467000-404-170214 1.0.1 bayes_15min","15min",1.00990165163319,TRUE,NA
"nwis_12100490","nwis_12100490-405-170214 1.0.1 bayes_15min","15min",1.01631609623625,TRUE,NA
"nwis_12101100","nwis_12101100-406-170214 1.0.1 bayes_15min","15min",1.09047095937294,TRUE,NA
"nwis_12102075","nwis_12102075-407-170214 1.0.1 bayes_15min","15min",1.01141773913899,TRUE,NA
"nwis_13013650","nwis_13013650-408-170214 1.0.1 bayes_15min","15min",1.02675007947592,TRUE,NA
"nwis_13013650","nwis_13013650-409-170214 1.0.1 bayes_60min","60min",1.3072075011622,FALSE,NA
"nwis_13013650","Overall",NA,NA,NA,NA
"nwis_13173600","nwis_13173600-410-170214 1.0.1 bayes_15min","15min",2.16145102877767,FALSE,NA
"nwis_13206400","nwis_13206400-411-170214 1.0.1 bayes_15min","15min",1.02353054950695,TRUE,NA
"nwis_13207500","nwis_13207500-412-170214 1.0.1 bayes_15min","15min",1.01912984258831,TRUE,NA
"nwis_13213000","nwis_13213000-413-170214 1.0.1 bayes_15min","15min",1.01021956868842,TRUE,NA
"nwis_13213100","nwis_13213100-414-170214 1.0.1 bayes_15min","15min",1.40835233138388,FALSE,NA
"nwis_14151000","nwis_14151000-415-170214 1.0.1 bayes_15min","15min",1.01687974148618,TRUE,NA
"nwis_14162500","nwis_14162500-416-170214 1.0.1 bayes_60min","60min",78.0997276951415,FALSE,NA
"nwis_14182500","nwis_14182500-417-170214 1.0.1 bayes_15min","15min",1.01944846234524,TRUE,NA
"nwis_14182500","nwis_14182500-418-170214 1.0.1 bayes_30min","30min",9.78082220217203,FALSE,NA
"nwis_14182500","Overall",NA,NA,NA,NA
"nwis_14202650","nwis_14202650-419-170214 1.0.1 bayes_15min","15min",5.71386931619594,FALSE,NA
"nwis_14206950","nwis_14206950-420-170214 1.0.1 bayes_30min","30min",2.20687264712954,FALSE,NA
"nwis_14206950","nwis_14206950-421-170214 1.0.1 bayes_60min","60min",4.72862992246601,FALSE,NA
"nwis_14206950","Overall",NA,NA,NA,NA
"nwis_14210000","nwis_14210000-422-170214 1.0.1 bayes_30min","30min",1.03502124120776,TRUE,NA
"nwis_14211010","nwis_14211010-423-170214 1.0.1 bayes_15min","15min",1.03170304925531,TRUE,NA
"nwis_14211010","nwis_14211010-424-170214 1.0.1 bayes_30min","30min",1.05224278277883,TRUE,NA
"nwis_14211010","Overall",NA,NA,NA,NA
"nwis_14211720","nwis_14211720-425-170214 1.0.1 bayes_30min","30min",1.52959647750229,FALSE,NA
"nwis_14301500","nwis_14301500-426-170214 1.0.1 bayes_15min","15min",1.41887203660501,FALSE,NA
"nwis_14302480","nwis_14302480-427-170214 1.0.1 bayes_15min","15min",1.01656102032787,TRUE,NA
"nwis_14302480","nwis_14302480-428-170214 1.0.1 bayes_30min","30min",1.33529423119735,FALSE,NA
"nwis_14302480","Overall",NA,NA,NA,NA
"nwis_15298040","nwis_15298040-429-170214 1.0.1 bayes_15min","15min",1.51475438374414,FALSE,NA
"nwis_385446094430700","nwis_385446094430700-430-170214 1.0.1 bayes_15min","15min",1.01991327737379,TRUE,NA
"nwis_385520094420000","nwis_385520094420000-431-170214 1.0.1 bayes_15min","15min",1.03226969510428,TRUE,NA
"nwis_385608094380300","nwis_385608094380300-432-170214 1.0.1 bayes_15min","15min",1.01335092903893,TRUE,NA
"nwis_411955088280601","nwis_411955088280601-433-170214 1.0.1 bayes_15min","15min",4.58444109319291,FALSE,NA
